PLAYER,YEAR,POS,HEIGHT,WEIGHT,BMI,BODY FAT,STANDING REACH,WINGSPAN,HAND LENGTH,HAND WIDTH,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,SHUTTLE RUN,THREE QUARTER SPRINT,BENCH PRESS,BAR,PAN,PBH,PDT
"Terry, Reyshawn",2007,SF,78.75,222.0,25.17,8.9,103.5,82.00,NA,NA,31.0,37.5,11.76,NA,3.26,18,1.041,NA,134.5,141
"Thornton, Al",2007,SF,77.75,221.0,25.70,5.8,104.0,85.00,NA,NA,35.0,41.0,11.96,NA,3.16,9,1.093,NA,139.0,145
"Tolliver, Anthony",2007,PF,79.00,242.0,27.26,5.7,107.5,86.50,NA,NA,28.5,30.0,11.49,NA,3.29,21,1.095,NA,136.0,137.5
"Traore, Ali",2007,PF/C,80.75,249.0,26.85,12.1,108.5,88.00,NA,NA,25.0,29.0,12.16,NA,3.52,11,1.090,NA,133.5,137.5
"Visser, Kyle",2007,C,82.00,242.0,25.30,10.2,108.0,83.00,NA,NA,26.0,29.0,12.60,NA,3.39,18,1.012,NA,134.0,137
"Watkins, Darryl",2007,C,80.75,241.0,25.98,6.9,110.0,87.00,NA,NA,26.5,31.0,11.65,NA,3.56,14,1.077,NA,136.5,141
"Wingate, Major",2007,C,80.50,242.0,26.25,6.7,109.0,88.00,NA,NA,27.5,30.5,12.14,NA,3.47,15,1.093,NA,136.5,139.5
"Wood, DaShaun",2007,PG,70.75,167.0,23.45,5.4,92.0,72.75,NA,NA,31.5,34.5,11.40,NA,3.23,13,1.028,NA,123.5,126.5
"Wright, Brandan",2007,PF,80.75,200.0,21.56,5.8,108.5,87.75,NA,NA,30.5,35.5,11.76,NA,3.31,2,1.087,NA,139.0,144
"Wright, Julian",2007,SF/PF,78.50,211.0,24.07,6.1,108.0,86.25,NA,NA,28.5,33.5,11.48,NA,3.36,2,1.099,NA,136.5,141.5
"Wyatt, Avis",2007,PF,80.75,212.0,22.86,3.3,107.0,85.00,NA,NA,27.5,32.0,11.46,NA,3.23,12,1.053,NA,134.5,139
"Young, Nick",2007,SG/SF,77.00,206.0,24.43,6.8,100.5,84.00,NA,NA,39.5,40.5,11.00,NA,3.25,6,1.091,NA,140.0,141
"Young, Thaddeus",2007,SF,77.75,210.0,24.42,4.9,106.0,83.50,NA,NA,34.5,37.0,11.06,NA,3.19,13,1.074,NA,140.5,143
"Adeleke, Kenny",2006,PF/C,78.50,250.0,28.52,10.5,104.0,82.25,NA,NA,28.5,30.5,11.57,NA,3.47,26,1.048,NA,132.5,134.5
"Ager, Maurice",2006,PG/SG,75.25,203.0,25.20,8.0,101.5,79.75,NA,NA,29.5,35.0,11.73,NA,3.22,11,1.060,NA,131.0,136.5
"Aldridge, LaMarcus",2006,PF/C,82.00,234.0,24.46,8.7,110.0,88.75,NA,NA,26.5,34.0,12.02,NA,3.43,8,1.082,NA,136.5,144
"Almond, Morris",2006,SG/SF,76.75,214.0,25.54,6.9,102.5,82.00,NA,NA,31.0,35.5,11.45,NA,3.19,13,1.068,NA,133.5,138
"Amundson, Lou",2006,PF,79.20,221.0,24.77,6.8,103.5,83.50,NA,NA,32.0,35.5,10.58,NA,3.20,14,1.054,NA,135.5,139
"Anderson, Rashad",2006,SG,75.25,224.0,27.81,17.3,100.0,79.00,NA,NA,27.5,32.5,11.77,NA,3.48,13,1.050,NA,127.5,132.5
"Armstrong, Hilton",2006,PF/C,81.50,240.0,25.40,6.3,109.0,88.00,NA,NA,28.5,31.5,12.28,NA,3.53,13,1.080,NA,137.5,140.5
"Augustine, James",2006,PF,80.25,227.0,24.78,5.5,104.0,84.25,NA,NA,30.0,32.5,10.54,NA,3.25,13,1.050,NA,134.0,136.5
"Balkman, Renaldo",2006,SF/PF,77.25,206.0,24.27,4.9,104.5,85.00,NA,NA,30.5,35.0,11.58,NA,3.22,9,1.100,NA,135.0,139.5
"Batista, J.P.",2006,PF,79.50,265.0,29.48,12.0,103.5,82.00,NA,NA,26.0,30.5,11.62,NA,3.38,26,1.031,NA,129.5,134
"Blalock, Will",2006,PG,71.25,194.0,26.87,7.2,96.5,78.00,NA,NA,35.0,40.0,11.08,NA,3.18,8,1.095,NA,131.5,136.5
"Bowman, Brandon",2006,SF,78.75,209.0,23.69,8.4,103.0,83.50,NA,NA,31.0,34.0,11.41,NA,3.31,24,1.060,NA,134.0,137
"Brewer, Ronnie",2006,PG/SG,77.75,223.0,25.93,5.0,103.5,83.25,NA,NA,35.0,41.0,11.32,NA,3.14,19,1.071,NA,138.5,144.5
"Brown, Denham",2006,SG/SF,76.00,218.0,26.53,9.0,102.5,81.50,NA,NA,28.0,34.5,11.42,NA,3.25,12,1.072,NA,130.5,137
"Buckman, Brad",2006,PF,79.25,238.0,26.64,10.5,107.5,84.00,NA,NA,25.5,30.5,12.26,NA,3.54,10,1.060,NA,133.0,138
"Caner-Medley, Nik",2006,SF,78.50,234.0,26.70,9.6,103.0,81.00,NA,NA,28.5,35.5,10.57,NA,3.21,17,1.032,NA,131.5,138.5
"Carney, Rodney",2006,SG/SF,76.50,204.0,24.51,5.3,103.5,82.00,NA,NA,32.0,38.5,10.57,NA,3.06,10,1.072,NA,135.5,142
"Clark, Keydren",2006,PG,69.00,184.0,27.17,11.6,92.5,74.50,NA,NA,31.0,34.0,11.03,NA,3.11,13,1.080,NA,123.5,126.5
"Collins, Mardy",2006,PG/SG,76.25,224.0,27.08,10.0,103.0,82.00,NA,NA,31.5,37.5,12.00,NA,3.27,9,1.075,NA,134.5,140.5
"Dean, Taquan",2006,PG/SG,74.00,183.0,23.49,3.9,98.0,78.75,NA,NA,30.5,34.5,10.53,NA,3.20,16,1.064,NA,128.5,132.5
"Dials, Terence",2006,PF/C,79.75,253.0,27.96,15.8,106.0,84.00,NA,NA,26.5,30.0,11.54,NA,3.50,16,1.053,NA,132.5,136
"Dockery, Sean",2006,PG/SG,72.75,182.0,24.17,7.3,95.5,76.50,NA,NA,29.0,33.0,10.88,NA,3.34,4,1.052,NA,124.5,128.5
"Farmar, Jordan",2006,PG,72.75,171.0,22.71,4.4,94.5,75.00,NA,NA,33.5,42.0,11.07,NA,3.17,11,1.031,NA,128.0,136.5
"Foye, Randy",2006,PG/SG,74.25,212.0,27.03,10.0,97.0,78.25,NA,NA,32.0,38.0,10.53,NA,3.23,14,1.054,NA,129.0,135
"Francis, Torin",2006,PF/C,81.00,247.0,26.47,12.4,105.5,85.00,NA,NA,26.5,32.0,11.97,NA,3.51,9,1.049,NA,132.0,137.5
"Gay, Rudy",2006,SF/PF,79.00,222.0,25.01,5.7,107.5,87.00,NA,NA,33.0,40.5,11.03,NA,3.32,9,1.101,NA,140.5,148
"George, Nick",2006,SG/SF,76.00,201.0,24.46,6.0,103.0,82.00,NA,NA,30.5,38.0,11.69,NA,3.25,14,1.079,NA,133.5,141
"Gray, Taj",2006,SF/PF,79.25,231.0,25.86,6.8,107.0,84.75,NA,NA,28.5,33.0,11.02,NA,3.45,10,1.069,NA,135.5,140
"Grunfeld, Dan",2006,SG/SF,76.75,216.0,25.78,10.4,99.0,78.25,NA,NA,28.0,33.5,11.30,NA,3.46,16,1.020,NA,127.0,132.5
"Haryasz, Matt",2006,PF/C,81.75,219.0,23.04,9.8,107.5,84.25,NA,NA,27.5,31.5,11.34,NA,3.46,10,1.031,NA,135.0,139
"Hicks, Eric",2006,PF,76.75,238.0,28.40,7.1,105.5,85.50,NA,NA,30.0,34.0,12.06,NA,3.34,20,1.114,NA,135.5,139.5
"Hill, Tedric",2006,SF/PF,79.75,236.0,26.09,7.3,107.0,85.00,NA,NA,30.0,36.5,12.23,NA,3.24,1,1.066,NA,137.0,143.5
"Horton, Daniel",2006,PG/SG,72.50,198.0,26.48,8.0,96.5,79.00,NA,NA,30.0,36.5,10.35,NA,3.16,17,1.090,NA,126.5,133
"Jones, Bobby",2006,SG/SF,77.75,211.0,24.54,8.0,101.5,81.50,NA,NA,28.5,34.5,11.23,NA,3.28,15,1.048,NA,130.0,136
"Jones, Solomon",2006,PF/C,80.50,224.0,24.30,7.4,109.0,88.75,NA,NA,32.0,39.0,11.27,NA,3.30,6,1.102,NA,141.0,148
"Keyru, Viktor",2006,PG/SG,77.25,202.0,23.80,5.5,104.0,81.25,NA,NA,29.0,34.5,11.40,NA,3.24,11,1.052,NA,133.0,138.5
"Killingsworth, Marco",2006,PF,77.50,266.0,31.13,19.0,104.0,87.00,NA,NA,28.0,32.0,11.42,NA,3.34,13,1.123,NA,132.0,136
"Kinsey, Tarence",2006,SG/SF,76.75,179.0,21.36,4.1,100.5,78.75,NA,NA,29.0,35.5,10.67,NA,3.30,5,1.026,NA,129.5,136
"Krauser, Carl",2006,PG,71.75,190.0,25.95,8.0,97.0,78.25,NA,NA,26.0,31.0,11.62,NA,3.38,8,1.091,NA,123.0,128
"McCray, Chris",2006,SG,75.00,187.0,23.37,9.6,96.5,77.75,NA,NA,30.5,39.0,11.46,NA,3.34,1,1.037,NA,127.0,135.5
"McNamara, Gerry",2006,PG/SG,71.75,177.0,24.17,12.8,92.5,72.75,NA,NA,27.0,32.0,11.28,NA,3.40,3,1.014,NA,119.5,124.5
"Mensah-Bonsu, Pops",2006,PF/C,79.50,232.0,25.81,5.8,105.5,84.00,NA,NA,31.5,36.0,11.47,NA,3.29,19,1.057,NA,137.0,141.5
"Miller, Paul",2006,PF/C,80.50,251.0,27.23,13.8,101.5,84.00,NA,NA,29.0,35.5,12.25,NA,3.66,25,1.043,NA,130.5,137
"Millsap, Paul",2006,PF,78.25,258.0,29.62,9.7,105.5,85.50,NA,NA,28.5,32.5,11.67,NA,3.30,15,1.093,NA,134.0,138
"Mitchell, Dwayne",2006,SG/SF,74.00,208.0,26.70,4.5,98.5,78.50,NA,NA,37.5,41.5,11.45,NA,3.16,17,1.061,NA,136.0,140
"Morrison, Adam",2006,SF,78.50,198.0,22.59,6.8,105.0,82.00,NA,NA,25.5,30.5,11.46,NA,3.37,11,1.045,NA,130.5,135.5
"Nicholson, Yemi",2006,PF/C,79.75,258.0,28.52,17.2,107.0,88.25,NA,NA,26.5,26.0,12.57,NA,3.65,8,1.107,NA,133.5,133
"Noel, David",2006,SG/SF,76.50,223.0,26.79,6.1,100.0,81.50,NA,NA,34.5,38.5,10.54,NA,3.07,20,1.065,NA,134.5,138.5
"Novak, Steve",2006,SF,80.00,216.0,23.73,8.1,103.0,81.50,NA,NA,24.5,31.0,11.11,NA,3.37,5,1.019,NA,127.5,134
"O'Bryant, Patrick",2006,C,83.00,249.0,25.41,10.0,113.0,89.75,NA,NA,26.5,30.0,12.68,NA,3.63,13,1.081,NA,139.5,143
"Pinnock, Danilo",2006,PG/SG,74.75,204.0,25.67,4.6,100.5,79.50,NA,NA,29.5,35.5,11.91,NA,3.08,7,1.064,NA,130.0,136
"Quinn, Chris",2006,PG/SG,72.50,175.0,23.41,5.9,94.0,77.00,NA,NA,32.0,37.0,11.25,NA,3.25,7,1.062,NA,126.0,131
"Ray, Allan",2006,SG,73.00,204.0,26.91,9.8,99.5,80.50,NA,NA,28.5,35.5,11.01,NA,3.20,9,1.103,NA,128.0,135
"Redick, JJ",2006,SG,76.00,190.0,23.13,7.0,97.5,75.25,NA,NA,27.5,33.0,10.94,NA,3.29,6,0.990,NA,125.0,130.5
"Robinson, Antywane",2006,SF/PF,78.25,217.0,24.91,6.9,105.5,86.50,NA,NA,29.0,32.5,11.73,NA,3.40,12,1.105,NA,134.5,138
"Roy, Brandon",2006,SG/SF,77.25,207.0,24.39,7.6,101.0,80.00,NA,NA,34.0,40.5,11.13,NA,3.27,6,1.036,NA,135.0,141.5
"Sene, Mouhamed",2006,C,83.00,237.0,24.19,6.6,113.0,92.50,NA,NA,28.5,31.0,12.52,NA,3.38,7,1.114,NA,141.5,144
"Simmons, Cedric",2006,PF/C,80.25,223.0,24.34,5.6,108.5,88.25,NA,NA,30.5,35.0,11.05,NA,3.31,15,1.100,NA,139.0,143.5
"Slaughter, Marcus",2006,SF/PF,79.00,220.0,24.78,8.5,104.5,83.50,NA,NA,30.0,34.0,11.56,NA,3.40,9,1.057,NA,134.5,138.5
"Smith, Craig",2006,PF,77.50,259.0,30.31,12.2,103.5,81.50,NA,NA,30.0,29.5,11.59,NA,3.40,NA,1.052,NA,133.5,133
"Smith, Steven",2006,SF/PF,79.50,238.0,26.47,7.8,104.0,84.50,NA,NA,29.5,34.5,12.08,NA,3.40,15,1.063,NA,133.5,138.5
"Southhall, Michael",2006,C,81.50,241.0,25.51,7.9,107.5,88.25,NA,NA,31.5,37.0,12.29,NA,3.51,2,1.083,NA,139.0,144.5
"Steyn, Frans",2006,C,85.25,280.0,27.08,12.8,109.0,86.25,NA,NA,28.5,29.5,11.67,NA,3.38,NA,1.012,NA,137.5,138.5
"Stinson, Curtis",2006,SG,73.75,208.0,26.88,6.0,97.5,77.00,NA,NA,28.0,31.5,10.95,NA,3.27,17,1.044,NA,125.5,129
"Thomas, Tyrus",2006,SF/PF,79.25,217.0,24.29,5.6,108.0,87.00,NA,NA,34.0,39.5,11.36,NA,3.20,8,1.098,NA,142.0,147.5
"Tucker, Joah",2006,SG/SF,75.75,224.0,27.44,7.0,99.5,78.50,NA,NA,29.0,34.0,11.58,NA,3.31,19,1.036,NA,128.5,133.5
"Vouyoukas, Ian",2006,PF/C,80.50,267.0,28.97,14.8,108.5,84.75,NA,NA,23.0,28.0,13.70,NA,3.72,8,1.053,NA,131.5,136.5
"Washington, Darius",2006,PG,71.50,195.0,26.82,9.7,96.0,76.00,NA,NA,29.0,37.5,10.71,NA,3.26,9,1.063,NA,125.0,133.5
"Watson, CJ",2006,PG,72.50,171.0,22.87,5.2,96.0,78.00,NA,NA,31.5,34.0,11.61,NA,3.15,12,1.076,NA,127.5,130
"Williams, Eric",2006,PF/C,79.25,285.0,31.90,13.0,106.5,88.25,NA,NA,28.5,29.0,11.71,NA,3.56,17,1.114,NA,135.0,135.5
"Williams, Justin",2006,PF/C,79.25,211.0,23.62,6.5,109.0,85.50,NA,NA,26.5,31.5,11.90,NA,3.31,7,1.079,NA,135.5,140.5
"Williams, Marcus",2006,PG,74.00,215.0,27.60,12.4,97.5,79.00,NA,NA,24.5,28.0,11.30,NA,3.40,4,1.068,NA,122.0,125.5
"Williams, Shawne",2006,SF/PF,79.25,227.0,25.41,8.0,104.0,87.00,NA,NA,32.0,31.0,10.69,NA,3.30,NA,1.098,NA,136.0,135
"Williams, Shelden",2006,PF/C,79.50,258.0,28.70,11.4,104.0,88.25,NA,NA,29.0,33.5,11.53,NA,3.59,25,1.110,NA,133.0,137.5
"Withers, Curtis",2006,SF/PF,78.00,227.0,26.23,5.0,101.0,82.00,NA,NA,35.0,36.5,11.54,NA,3.10,14,1.051,NA,136.0,137.5
"Acker, Alex",2005,SG,75.75,183.0,22.42,NA,102.5,84.00,NA,NA,28.0,32.0,11.67,NA,3.35,11,1.109,NA,130.5,134.5
"Akindele, Deji",2005,PF/C,81.50,236.4,25.02,NA,108.5,87.00,NA,NA,30.5,32.5,12.58,NA,3.35,13,1.067,NA,139.0,141
"Al-Sayyad, Mustafa",2005,PF/C,NA,NA,NA,NA,NA,NA,NA,NA,26.5,30.5,11.56,NA,3.42,NA,NA,NA,NA,NA
"Aleksandrov, Nemanja",2005,SF/PF,82.00,220.6,23.06,NA,110.0,83.00,NA,NA,NA,NA,NA,NA,NA,5,1.012,NA,NA,NA
"Anderson, Alan",2005,SG/SF,76.50,223.2,26.81,NA,104.0,81.50,NA,NA,26.5,30.5,10.32,NA,3.27,10,1.065,NA,130.5,134.5
"Andriuskevicius, Martynas",2005,PF/C,85.25,227.8,22.04,NA,112.5,83.25,NA,NA,24.0,27.5,11.94,NA,3.42,0,0.977,NA,136.5,140
"Banks, Sean",2005,SF,77.75,206.4,24.00,NA,108.0,85.00,NA,NA,25.0,31.5,11.74,NA,3.35,7,1.093,NA,133.0,139.5
"Basden, Eddie",2005,SG/SF,76.25,210.0,25.39,NA,101.0,82.25,NA,NA,33.0,36.5,10.52,NA,3.21,14,1.079,NA,134.0,137.5
"Bell, Mike",2005,SF/PF,80.75,206.2,22.23,NA,104.5,85.50,NA,NA,33.5,39.5,11.73,NA,3.29,13,1.059,NA,138.0,144
"Bogut, Andrew",2005,PF/C,83.00,250.6,25.57,NA,110.5,87.00,NA,NA,27.5,33.5,12.06,NA,3.51,13,1.048,NA,138.0,144
"Brown, Dee",2005,PG/SG,71.00,179.0,24.96,NA,94.0,74.00,NA,NA,NA,NA,NA,NA,NA,NA,1.042,NA,NA,NA
"Bynum, Will",2005,PG/SG,70.50,188.8,26.70,NA,93.0,75.50,NA,NA,33.0,40.5,11.12,NA,3.00,15,1.071,NA,126.0,133.5
"Campbell, Marcus",2005,C,82.25,280.4,29.14,NA,114.0,90.00,NA,NA,NA,NA,NA,NA,NA,9,1.094,NA,NA,NA
"Conroy, Will",2005,PG,73.00,188.6,24.88,NA,96.5,75.00,NA,NA,30.5,36.5,10.51,NA,3.28,14,1.027,NA,127.0,133
"Coppenrath, Taylor",2005,SF/PF,79.75,252.4,27.90,NA,106.5,83.50,NA,NA,24.5,27.0,11.51,NA,3.44,5,1.047,NA,131.0,133.5
"Diener, Travis",2005,PG/SG,71.75,165.2,22.56,NA,93.5,71.75,NA,NA,24.5,31.0,10.85,NA,3.26,1,1.000,NA,118.0,124.5
"Diogu, Ike",2005,PF,78.50,255.4,29.14,NA,109.0,87.50,NA,NA,28.0,31.0,11.94,NA,3.45,21,1.115,NA,137.0,140
"Dorsey, Daryl",2005,PG,71.25,160.8,22.27,NA,94.0,71.50,NA,NA,25.0,30.5,11.41,NA,3.24,0,1.004,NA,119.0,124.5
"Ellis, Monta",2005,PG/SG,74.25,176.6,22.52,NA,98.0,74.75,NA,NA,26.5,31.5,12.13,NA,3.31,0,1.007,NA,124.5,129.5
"Felton, Raymond",2005,PG,71.50,199.4,27.42,NA,98.0,76.25,NA,NA,29.0,33.5,10.50,NA,3.06,6,1.066,NA,127.0,131.5
"Fernandez, Rudy",2005,SG,76.75,172.0,20.53,NA,101.5,79.50,NA,NA,26.5,35.5,10.48,NA,3.33,0,1.036,NA,128.0,137
"Fischer, D'Or",2005,PF/C,81.25,242.4,25.81,NA,110.5,90.00,NA,NA,28.0,30.5,12.53,NA,3.50,2,1.108,NA,138.5,141
"Fobbs, Eddy",2005,PF/C,82.25,235.2,24.44,NA,111.5,90.75,NA,NA,29.5,34.0,11.53,NA,3.28,12,1.103,NA,141.0,145.5
"Ford, Sharrod",2005,PF,79.25,212.8,23.82,NA,106.0,85.50,NA,NA,28.5,37.0,11.92,NA,3.20,9,1.079,NA,134.5,143
"Frye, Channing",2005,PF/C,81.50,243.6,25.78,NA,110.5,86.50,NA,NA,27.5,31.0,11.60,NA,3.38,19,1.061,NA,138.0,141.5
"Gai, Deng",2005,PF/C,79.75,214.0,23.65,NA,110.5,88.50,NA,NA,31.5,35.5,12.51,NA,3.27,11,1.110,NA,142.0,146
"Garcia, Francisco",2005,SG/SF,77.75,189.6,22.05,NA,103.0,82.75,NA,NA,27.5,31.5,10.63,NA,3.33,5,1.064,NA,130.5,134.5
"Gilchrist, John",2005,PG,73.25,195.2,25.58,NA,96.5,81.25,NA,NA,30.5,36.5,11.48,NA,3.15,12,1.109,NA,127.0,133
"Gortat, Marcin",2005,PF/C,83.00,225.2,22.98,NA,110.0,87.50,NA,NA,29.5,36.0,11.48,NA,3.33,18,1.054,NA,139.5,146
"Graham, Joey",2005,SF,77.25,216.6,25.52,NA,104.0,80.00,NA,NA,30.0,36.0,10.62,NA,3.05,26,1.036,NA,134.0,140
"Granger, Danny",2005,SF,79.50,225.4,25.07,NA,103.0,85.50,NA,NA,31.0,34.0,10.84,NA,3.34,10,1.075,NA,134.0,137
"Green, Gerald",2005,SF,78.00,192.0,22.19,NA,104.0,81.75,NA,NA,31.5,39.0,11.20,NA,3.21,7,1.048,NA,135.5,143
"Hayes, Charles",2005,SF/PF,77.50,232.4,27.20,NA,104.5,82.00,NA,NA,30.0,33.0,10.70,NA,3.34,20,1.058,NA,134.5,137.5
"Head, Luther",2005,PG/SG,74.00,178.8,22.95,NA,98.5,77.25,NA,NA,31.5,38.5,11.12,NA,3.21,14,1.044,NA,130.0,137
"Hodge, Julius",2005,SG/SF,78.00,202.2,23.36,NA,107.5,84.50,NA,NA,24.5,29.0,10.89,NA,3.18,14,1.083,NA,132.0,136.5
"Homan, Jared",2005,PF/C,79.75,248.2,27.43,NA,104.5,85.25,NA,NA,NA,NA,NA,NA,NA,16,1.069,NA,NA,NA
"Ilyasova, Ersan",2005,SF,79.75,208.8,23.08,NA,109.5,85.25,NA,NA,22.0,30.0,11.59,NA,3.56,2,1.069,NA,131.5,139.5
"Jack, Jarrett",2005,PG,74.50,197.6,25.03,NA,100.0,79.50,NA,NA,26.0,28.5,10.87,NA,3.24,5,1.067,NA,126.0,128.5
"Jones, Dwayne",2005,PF/C,80.50,242.2,26.27,NA,108.5,86.75,NA,NA,28.0,31.5,11.87,NA,3.25,15,1.078,NA,136.5,140
"Katelynas, Mindaugas",2005,SF/PF,79.50,217.0,24.14,NA,105.5,83.00,NA,NA,31.5,35.0,11.60,NA,3.38,7,1.044,NA,137.0,140.5
"Klotz, Jason",2005,PF/C,80.50,249.4,27.06,NA,107.5,82.00,NA,NA,21.5,27.0,13.13,NA,3.68,12,1.019,NA,129.0,134.5
"Langford, Keith",2005,SG/SF,74.25,203.2,25.91,NA,101.0,81.00,NA,NA,32.0,29.5,11.38,NA,3.23,8,1.091,NA,133.0,130.5
"Lee, David",2005,PF,79.75,229.5,25.37,NA,106.5,84.00,NA,NA,30.5,32.5,10.80,NA,3.19,14,1.053,NA,137.0,139
"Lucas III, John",2005,PG,69.25,154.4,22.63,NA,92.0,72.00,NA,NA,29.0,34.0,10.44,NA,3.14,4,1.040,NA,121.0,126
"Lucas, David",2005,PF,78.50,233.4,26.63,NA,103.5,84.00,NA,NA,NA,NA,NA,NA,NA,17,1.070,NA,NA,NA
"Marshall, Rawle",2005,SG/SF,76.50,186.6,22.42,NA,104.0,85.00,NA,NA,30.5,37.0,11.64,NA,3.21,7,1.111,NA,134.5,141
"Maxiell, Jason",2005,PF,77.00,257.6,30.54,NA,107.0,87.25,NA,NA,NA,NA,NA,NA,NA,NA,1.133,NA,NA,NA
"May, Sean",2005,PF,79.00,258.8,29.15,NA,105.0,85.25,NA,NA,30.0,33.0,11.04,NA,3.29,12,1.079,NA,135.0,138
"McCants, Rashad",2005,SG,74.75,201.0,25.29,NA,103.5,82.75,NA,NA,32.5,34.5,10.39,NA,3.11,15,1.107,NA,136.0,138
"McFarlin, Ivan",2005,PF,77.50,228.6,26.76,NA,105.5,81.00,NA,NA,26.5,32.0,10.64,NA,3.27,10,1.045,NA,132.0,137.5
"Mendez, Juan",2005,SF/PF,77.25,231.4,27.26,NA,106.5,84.00,NA,NA,29.0,33.0,11.70,NA,3.24,14,1.087,NA,135.5,139.5
"Miles, Aaron",2005,PG,72.00,174.6,23.68,NA,94.0,75.50,NA,NA,32.0,37.5,10.69,NA,3.22,7,1.049,NA,126.0,131.5
"Myles, Ellis",2005,PF,78.00,255.2,29.49,NA,105.5,81.75,NA,NA,26.0,28.5,12.80,NA,3.42,15,1.048,NA,131.5,134
"O'Bannon, Larry",2005,SG,75.00,196.0,24.50,NA,99.5,78.00,NA,NA,31.5,36.5,11.44,NA,3.18,17,1.040,NA,131.0,136
"Pasalic, Drago",2005,SF/PF,81.50,238.8,25.27,NA,108.5,83.75,NA,NA,25.0,30.5,12.12,NA,3.48,11,1.028,NA,133.5,139
"Paul, Chris",2005,PG,71.75,178.0,24.31,NA,93.0,76.25,NA,NA,32.0,38.0,11.09,NA,3.22,10,1.063,NA,125.0,131
"Pittsnogle, Kevin",2005,PF,81.25,259.2,27.60,NA,106.0,82.50,NA,NA,NA,NA,NA,NA,NA,NA,1.015,NA,NA,NA
"Powell, Carlos",2005,SF/PF,77.25,221.8,26.13,NA,105.0,82.75,NA,NA,27.5,34.5,11.54,NA,3.21,12,1.071,NA,132.5,139.5
"Powell, Roger",2005,SF,76.75,218.6,26.09,NA,104.0,83.50,NA,NA,NA,NA,NA,NA,NA,NA,1.088,NA,NA,NA
"Price, Ronnie",2005,PG,72.75,184.8,24.55,NA,96.5,77.50,NA,NA,31.5,39.0,10.49,NA,3.29,11,1.065,NA,128.0,135.5
"Roberson, Anthony",2005,PG,72.75,178.8,23.75,NA,95.0,74.75,NA,NA,31.5,37.0,11.17,NA,3.19,14,1.027,NA,126.5,132
"Rush, Brandon",2005,SG/SF,77.00,211.4,25.07,NA,104.5,83.25,NA,NA,32.5,35.0,11.33,NA,3.31,0,1.081,NA,137.0,139.5
"Schenscher, Luke",2005,C,83.75,241.6,24.21,NA,111.5,89.00,NA,NA,23.5,26.5,12.40,NA,3.47,1,1.063,NA,135.0,138
"Simien, Wayne",2005,PF,79.25,255.8,28.63,NA,107.0,84.00,NA,NA,27.0,27.5,11.05,NA,3.35,11,1.060,NA,134.0,134.5
"Simmons, Tre",2005,SG/SF,76.00,194.2,23.64,NA,102.5,79.50,NA,NA,27.0,31.5,10.80,NA,3.18,3,1.046,NA,129.5,134
"Simon, David",2005,PF/C,80.00,258.8,28.43,NA,108.0,87.50,NA,NA,28.0,33.0,11.98,NA,3.44,18,1.094,NA,136.0,141
"Taft, Chris",2005,PF,80.50,261.0,28.31,NA,109.0,85.75,NA,NA,28.5,33.0,11.26,NA,3.27,14,1.065,NA,137.5,142
"Thomas, Chris",2005,PG,71.75,176.2,24.06,NA,95.0,75.00,NA,NA,28.5,34.0,10.84,NA,3.33,14,1.045,NA,123.5,129
"Thomas, Omar",2005,SG/SF,75.25,200.0,24.83,NA,102.0,80.00,NA,NA,25.0,29.5,11.11,NA,3.27,6,1.063,NA,127.0,131.5
"Thompson, Dijon",2005,SG/SF,78.25,195.8,22.48,NA,105.5,81.75,NA,NA,NA,NA,NA,NA,NA,NA,1.045,NA,NA,NA
"Turiaf, Ronny",2005,PF,80.00,237.8,26.12,NA,106.5,85.50,NA,NA,30.5,33.0,11.50,NA,3.23,15,1.069,NA,137.0,139.5
"Villanueva, Charlie",2005,SF/PF,81.00,236.6,25.35,NA,109.0,84.25,NA,NA,26.0,31.0,10.86,NA,3.30,11,1.040,NA,135.0,140
"Warrick, Hakim",2005,SF/PF,79.25,215.0,24.07,NA,108.0,86.00,NA,NA,33.0,38.0,NA,NA,3.22,11,1.085,NA,141.0,146
"Webster, Martell",2005,SF,78.00,229.6,26.53,NA,106.0,83.00,NA,NA,28.0,30.5,11.39,NA,3.39,7,1.064,NA,134.0,136.5
"Whaley, Robert",2005,PF/C,80.00,269.4,29.59,NA,108.0,86.00,NA,NA,28.5,33.5,12.11,NA,3.25,15,1.075,NA,136.5,141.5
"Williams, Deron",2005,PG,73.75,202.4,26.16,NA,98.0,78.25,NA,NA,30.0,35.0,10.83,NA,3.25,15,1.061,NA,128.0,133
"Williams, Jawad",2005,SF,79.00,218.0,24.56,NA,106.5,85.25,NA,NA,28.0,34.0,11.39,NA,3.23,15,1.079,NA,134.5,140.5
"Williams, Marvin",2005,SF/PF,79.00,228.2,25.70,NA,108.0,87.50,NA,NA,29.5,35.0,11.11,NA,3.17,12,1.108,NA,137.5,143
"Wright, Antoine",2005,SG/SF,77.25,202.6,23.87,NA,104.5,80.75,NA,NA,26.5,29.5,11.45,NA,3.41,12,1.045,NA,131.0,134
"Wright, Bracey",2005,PG/SG,73.25,186.8,24.47,NA,100.5,82.00,NA,NA,30.0,36.0,11.58,NA,3.27,8,1.119,NA,130.5,136.5
